"numberOfHits","database","id","symbol","name","synonyms__001","synonyms__002","synonyms__003","synonyms__004","synonyms__005","synonyms__006","synonyms__007","synonyms__008","synonyms__009","type","taxonId","databaseSubset","parentId","proteome","pageInfo","facet"
"","UniProtKB","Q14585","ZNF345","Zinc finger protein 345","ZNF345","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q14765","STAT4","Signal transducer and activator of transcription 4","STAT4","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q14929","ZNF169","Zinc finger protein 169","ZNF169","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q15561","TEAD4","Transcriptional enhancer factor TEF-3","TEAD4","RTEF1","TCF13L1","TEF3","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q15940","ZNF726P1","Putative zinc finger protein 726P1","ZNF726P1","ZNF67","ZNF67P","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q16236","NFE2L2","Nuclear factor erythroid 2-related factor 2","NFE2L2","NRF2","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q16621","NFE2","Transcription factor NF-E2 45 kDa subunit","NFE2","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q16656","NRF1","Nuclear respiratory factor 1","NRF1","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8N4W9","ZNF808","Zinc finger protein 808","ZNF808","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8N720","ZNF655","Zinc finger protein 655","ZNF655","VIK","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8N823","ZNF611","Zinc finger protein 611","ZNF611","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8N9K5","ZNF565","Zinc finger protein 565","ZNF565","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8NAF0","ZNF579","Zinc finger protein 579","ZNF579","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8NB42","ZNF527","Zinc finger protein 527","ZNF527","KIAA1829","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8NDQ6","ZNF540","Zinc finger protein 540","ZNF540","Nbla10512","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8NEM1","ZNF680","Zinc finger protein 680","ZNF680","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8NI51","CTCFL","Transcriptional repressor CTCFL","CTCFL","BORIS","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8TAF7","ZNF461","Zinc finger protein 461","ZNF461","GIOT1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8TAX0","OSR1","Protein odd-skipped-related 1","OSR1","ODD","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8TBZ8","ZNF564","Zinc finger protein 564","ZNF564","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8TC21","ZNF596","Zinc finger protein 596","ZNF596","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8TE85","GRHL3","Grainyhead-like protein 3 homolog","GRHL3","SOM","TFCP2L4","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8TF45","ZNF418","Zinc finger protein 418","ZNF418","KIAA1956","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q86UP3","ZFHX4","Zinc finger homeobox protein 4","ZFHX4","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9H161","ALX4","Homeobox protein aristaless-like 4","ALX4","KIAA1788","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9H165","BCL11A","B-cell lymphoma/leukemia 11A","BCL11A","CTIP1","EVI9","KIAA1809","ZNF856","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9H175","CSRNP2","Cysteine/serine-rich nuclear protein 2","CSRNP2","C12orf22","FAM130A1","TAIP12","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9H7R0","ZNF442","Zinc finger protein 442","ZNF442","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9H930","SP140L","Nuclear body protein SP140-like protein","SP140L","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9HCX3","ZNF304","Zinc finger protein 304","ZNF304","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9HD90","NEUROD4","Neurogenic differentiation factor 4","NEUROD4","ATH3","ATOH3","BHLHA4","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9NPC7","MYNN","Myoneurin","MYNN","OSZF","ZBTB31","SBBIZ1","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9NQZ8","ZNF71","Endothelial zinc finger protein induced by tumor necrosis factor alpha","ZNF71","EZFIT","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9NR11","ZNF302","Zinc finger protein 302","ZNF302","ZNF135L","ZNF140L","ZNF327","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9NYW8","RBAK","RB-associated KRAB zinc finger protein","RBAK","ZNF769","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9NZC4","EHF","ETS homologous factor","EHF","ESE3","ESE3B","ESEJ","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9P2J8","ZNF624","Zinc finger protein 624","ZNF624","KIAA1349","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q2VWA4","SKOR2","SKI family transcriptional corepressor 2","SKOR2","CORL2","FUSSEL18","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q92610","ZNF592","Zinc finger protein 592","ZNF592","KIAA0211","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q92753","RORB","Nuclear receptor ROR-beta","RORB","NR1F2","RZRB","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q969J2","ZKSCAN4","Zinc finger protein with KRAB and SCAN domains 4","ZKSCAN4","ZNF307","ZNF427","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96A47","ISL2","Insulin gene enhancer protein ISL-2","ISL2","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96H86","ZNF764","Zinc finger protein 764","ZNF764","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96IT1","ZNF496","Zinc finger protein 496","ZNF496","ZKSCAN17","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96LW9","ZSCAN31","Zinc finger and SCAN domain-containing protein 31","ZSCAN31","ZNF310P","ZNF323","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96N38","ZNF714","Zinc finger protein 714","ZNF714","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96NJ3","ZNF285","Zinc finger protein 285","ZNF285","ZNF285A","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96NJ6","ZFP3","Zinc finger protein 3 homolog","ZFP3","ZNF752","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96RE7","NACC1","Nucleus accumbens-associated protein 1","NACC1","BTBD14B","NAC1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96RJ6","FERD3L","Fer3-like protein","FERD3L","BHLHA31","NATO3","NTWIST","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96SF7","TBX15","T-box transcription factor TBX15","TBX15","TBX14","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96SK3","ZNF607","Zinc finger protein 607","ZNF607","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96SZ4","ZSCAN10","Zinc finger and SCAN domain-containing protein 10","ZSCAN10","ZNF206","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q99594","TEAD3","Transcriptional enhancer factor TEF-5","TEAD3","TEAD5","TEF5","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q99811","PRRX2","Paired mesoderm homeobox protein 2","PRRX2","PMX2","PRX2","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q99814","EPAS1","Endothelial PAS domain-containing protein 1","EPAS1","BHLHE73","HIF2A","MOP2","PASD2","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9BQA5","HINFP","Histone H4 transcription factor","HINFP","MIZF","ZNF743","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9BR84","ZNF559","Zinc finger protein 559","ZNF559","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9BT81","SOX7","Transcription factor SOX-7","SOX7","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9BW11","MXD3","Max dimerization protein 3","MXD3","BHLHC13","MAD3","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9BXA9","SALL3","Sal-like protein 3","SALL3","ZNF796","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9BYV9","BACH2","Transcription regulator protein BACH2","BACH2","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9BZE3","BARHL1","BarH-like 1 homeobox protein","BARHL1","FKSG31","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9BZS1","FOXP3","Forkhead box protein P3","FOXP3","IPEX","JM2","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UBX0","HESX1","Homeobox expressed in ES cells 1","HESX1","HANF","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UFB7","ZBTB47","Zinc finger and BTB domain-containing protein 47","ZBTB47","KIAA1190","ZNF651","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UKN5","PRDM4","PR domain zinc finger protein 4","PRDM4","PFM1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UL49","TCFL5","Transcription factor-like 5 protein","TCFL5","CHA","E2BP1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UPG8","PLAGL2","Zinc finger protein PLAGL2","PLAGL2","KIAA0198","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y2P7","ZNF256","Zinc finger protein 256","ZNF256","BMZF3","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y4Z2","NEUROG3","Neurogenin-3","NEUROG3","ATOH5","BHLHA7","NGN3","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y543","HES2","Transcription factor HES-2","HES2","BHLHB40","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6IV72","ZNF425","Zinc finger protein 425","ZNF425","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q7Z6R9","TFAP2D","Transcription factor AP-2-delta","TFAP2D","TFAP2BL1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q7Z7L9","ZSCAN2","Zinc finger and SCAN domain-containing protein 2","ZSCAN2","ZFP29","ZNF854","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q02962","PAX2","Paired box protein Pax-2","PAX2","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O60304","ZNF500","Zinc finger protein 500","ZNF500","KIAA0557","ZKSCAN18","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O60384","ZNF861P","Putative zinc finger protein 861","ZNF861P","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O60902","SHOX2","Short stature homeobox protein 2","SHOX2","OG12X","SHOT","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O75362","ZNF217","Zinc finger protein 217","ZNF217","ZABC1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O75467","ZNF324","Zinc finger protein 324A","ZNF324","ZNF324A","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O75840","KLF7","Krueppel-like factor 7","KLF7","UKLF","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O95231","VENTX","Homeobox protein VENTX","VENTX","HPX42B","VENTX2","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O95947","TBX6","T-box transcription factor TBX6","TBX6","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P01100","FOS","Proto-oncogene c-Fos","FOS","G0S7","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P05412","JUN","Transcription factor AP-1","JUN","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P05549","TFAP2A","Transcription factor AP-2-alpha","TFAP2A","AP2TF","TFAP2","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P06733","ENO1","Alpha-enolase","ENO1","ENO1L1","MBPB1","MPB1","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P08235","NR3C2","Mineralocorticoid receptor","NR3C2","MCR","MLR","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P09629","HOXB7","Homeobox protein Hox-B7","HOXB7","HOX2C","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P0C7M4","RHOXF2B","Rhox homeobox family member 2B","RHOXF2B","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P0C7X5","ZNF806","Zinc finger protein 806","ZNF806","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P0CG23","ZNF853","Zinc finger protein 853","ZNF853","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P0CG40","SP9","Transcription factor Sp9","SP9","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P0CI00","ZNF705B","Putative zinc finger protein 705B","ZNF705B","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P0DPD5","ZNF723","Zinc finger protein 723","ZNF723","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P11474","ESRRA","Steroid hormone receptor ERR1","ESRRA","ERR1","ESRL1","NR3B1","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P11831","SRF","Serum response factor","SRF","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P13056","NR2C1","Nuclear receptor subfamily 2 group C member 1","NR2C1","TR2","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P13349","MYF5","Myogenic factor 5","MYF5","BHLHC2","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P15407","FOSL1","Fos-related antigen 1","FOSL1","FRA1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P15408","FOSL2","Fos-related antigen 2","FOSL2","FRA2","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P17024","ZNF20","Zinc finger protein 20","ZNF20","KOX13","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P17025","ZNF182","Zinc finger protein 182","ZNF182","KOX14","ZNF21","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P17029","ZKSCAN1","Zinc finger protein with KRAB and SCAN domains 1","ZKSCAN1","KOX18","ZNF139","ZNF36","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P17038","ZNF43","Zinc finger protein 43","ZNF43","KOX27","ZNF39","ZNF39L1","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P17482","HOXB9","Homeobox protein Hox-B9","HOXB9","HOX2E","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P18850","ATF6","Cyclic AMP-dependent transcription factor ATF-6 alpha","ATF6","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P20265","POU3F2","POU domain, class 3, transcription factor 2","POU3F2","BRN2","OCT7","OTF7","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P21506","ZNF10","Zinc finger protein 10","ZNF10","KOX1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P22670","RFX1","MHC class II regulatory factor RFX1","RFX1","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P22736","NR4A1","Nuclear receptor subfamily 4 group A member 1","NR4A1","GFRP1","HMR","NAK1","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P23771","GATA3","Trans-acting T-cell-specific transcription factor GATA-3","GATA3","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P28324","ELK4","ETS domain-containing protein Elk-4","ELK4","SAP1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P31249","HOXD3","Homeobox protein Hox-D3","HOXD3","HOX1D","HOX4A","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P31277","HOXD11","Homeobox protein Hox-D11","HOXD11","HOX4F","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P31629","HIVEP2","Transcription factor HIVEP2","HIVEP2","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P32519","ELF1","ETS-related transcription factor Elf-1","ELF1","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P40424","PBX1","Pre-B-cell leukemia transcription factor 1","PBX1","PRL","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P41162","ETV3","ETS translocation variant 3","ETV3","METS","PE1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P41182","BCL6","B-cell lymphoma 6 protein","BCL6","BCL5","LAZ3","ZBTB27","ZNF51","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P41212","ETV6","Transcription factor ETV6","ETV6","TEL","TEL1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P41235","HNF4A","Hepatocyte nuclear factor 4-alpha","HNF4A","HNF4","NR2A1","TCF14","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P42226","STAT6","Signal transducer and activator of transcription 6","STAT6","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P43699","NKX2-1","Homeobox protein Nkx-2.1","NKX2-1","NKX2A","TITF1","TTF1","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P48380","RFX3","Transcription factor RFX3","RFX3","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P49116","NR2C2","Nuclear receptor subfamily 2 group C member 2","NR2C2","TAK1","TR4","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P50219","MNX1","Motor neuron and pancreas homeobox protein 1","MNX1","HLXB9","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P52747","ZNF143","Zinc finger protein 143","ZNF143","SBF","STAF","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
