Entry	Gene ontology IDs	Cross-reference (InterPro)
P31749	GO:0001649; GO:0001893; GO:0001934; GO:0001938; GO:0002042; GO:0002931; GO:0003376; GO:0004672; GO:0004674; GO:0004712; GO:0005080; GO:0005516; GO:0005524; GO:0005547; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005819; GO:0005829; GO:0005886; GO:0005911; GO:0005978; GO:0005979; GO:0006006; GO:0006412; GO:0006417; GO:0006468; GO:0006469; GO:0006606; GO:0006809; GO:0006924; GO:0006954; GO:0006974; GO:0006979; GO:0007165; GO:0007173; GO:0007186; GO:0007249; GO:0007281; GO:0007568; GO:0008283; GO:0008284; GO:0008286; GO:0008637; GO:0008643; GO:0009408; GO:0010507; GO:0010595; GO:0010628; GO:0010629; GO:0010748; GO:0010761; GO:0010763; GO:0010765; GO:0010907; GO:0010918; GO:0010951; GO:0010975; GO:0014065; GO:0015630; GO:0016242; GO:0016301; GO:0016310; GO:0016567; GO:0018105; GO:0018107; GO:0019221; GO:0019899; GO:0021510; GO:0030027; GO:0030030; GO:0030154; GO:0030163; GO:0030212; GO:0030235; GO:0030307; GO:0030334; GO:0031234; GO:0031295; GO:0031397; GO:0031641; GO:0031663; GO:0031929; GO:0031982; GO:0031999; GO:0032079; GO:0032091; GO:0032094; GO:0032148; GO:0032270; GO:0032287; GO:0032436; GO:0032794; GO:0032869; GO:0032929; GO:0032991; GO:0033138; GO:0034405; GO:0034614; GO:0035556; GO:0035655; GO:0035924; GO:0036064; GO:0038061; GO:0042593; GO:0042802; GO:0042803; GO:0042981; GO:0043065; GO:0043066; GO:0043154; GO:0043276; GO:0043325; GO:0043488; GO:0043491; GO:0043536; GO:0045429; GO:0045600; GO:0045725; GO:0045737; GO:0045742; GO:0045746; GO:0045792; GO:0045861; GO:0045893; GO:0045907; GO:0045944; GO:0046146; GO:0046326; GO:0046329; GO:0046622; GO:0046777; GO:0046889; GO:0048009; GO:0048661; GO:0050999; GO:0051000; GO:0051091; GO:0051146; GO:0051721; GO:0051898; GO:0060079; GO:0060416; GO:0060644; GO:0060709; GO:0060716; GO:0070141; GO:0070848; GO:0071260; GO:0071276; GO:0071356; GO:0071364; GO:0071380; GO:0071407; GO:0071456; GO:0071889; GO:0071901; GO:0072655; GO:0072656; GO:0090201; GO:0097011; GO:0097194; GO:0098794; GO:0099104; GO:0100002; GO:0106310; GO:0106311; GO:0110099; GO:0140052; GO:1900087; GO:1900182; GO:1901215; GO:1901796; GO:1902176; GO:1903038; GO:1903078; GO:1903715; GO:1903721; GO:1990090; GO:1990418; GO:2000010; GO:2000074; GO:2000402; GO:2001240	IPR000961;IPR034676;IPR011009;IPR011993;IPR001849;IPR039026;IPR017892;IPR000719;IPR017441;IPR039027;IPR008271;
P31751	GO:0001934; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005769; GO:0005829; GO:0005886; GO:0005938; GO:0005978; GO:0006006; GO:0006417; GO:0006464; GO:0007165; GO:0008284; GO:0008286; GO:0008643; GO:0010748; GO:0010907; GO:0010918; GO:0018105; GO:0030334; GO:0030335; GO:0031340; GO:0032000; GO:0032287; GO:0032587; GO:0032869; GO:0032991; GO:0035556; GO:0043066; GO:0043231; GO:0045444; GO:0045725; GO:0046326; GO:0046872; GO:0051897; GO:0060644; GO:0065002; GO:0071156; GO:0071486; GO:0072659; GO:0090314; GO:0090630; GO:0097473; GO:0106310; GO:0106311; GO:2000147	IPR000961;IPR034677;IPR011009;IPR011993;IPR001849;IPR039026;IPR017892;IPR000719;IPR017441;IPR008271;
P31941	GO:0000932; GO:0003723; GO:0004126; GO:0005634; GO:0005654; GO:0005737; GO:0008270; GO:0010529; GO:0016554; GO:0044355; GO:0045071; GO:0045087; GO:0045869; GO:0047844; GO:0051607; GO:0070383; GO:0071466; GO:0080111	IPR016192;IPR002125;IPR016193;
P31946	GO:0000165; GO:0000186; GO:0002250; GO:0004860; GO:0005634; GO:0005737; GO:0005739; GO:0005774; GO:0005829; GO:0005925; GO:0006605; GO:0008022; GO:0016020; GO:0016032; GO:0017053; GO:0019899; GO:0019904; GO:0035308; GO:0035329; GO:0042470; GO:0042802; GO:0042826; GO:0043085; GO:0043488; GO:0044877; GO:0045296; GO:0045744; GO:0045892; GO:0048471; GO:0050815; GO:0051219; GO:0051220; GO:0070062; GO:1900740	IPR000308;IPR023409;IPR036815;IPR023410;
P32121	GO:0001664; GO:0001933; GO:0002031; GO:0002032; GO:0002092; GO:0005102; GO:0005634; GO:0005654; GO:0005737; GO:0005768; GO:0005829; GO:0005886; GO:0005905; GO:0006366; GO:0007179; GO:0007186; GO:0007212; GO:0007420; GO:0007628; GO:0010628; GO:0014069; GO:0015031; GO:0016323; GO:0016567; GO:0016579; GO:0019899; GO:0019904; GO:0030139; GO:0030168; GO:0031397; GO:0031410; GO:0031623; GO:0031625; GO:0031691; GO:0031692; GO:0031701; GO:0031702; GO:0031748; GO:0031762; GO:0031826; GO:0031859; GO:0032088; GO:0032226; GO:0032691; GO:0032695; GO:0032715; GO:0032720; GO:0032967; GO:0033138; GO:0034122; GO:0034260; GO:0034392; GO:0042699; GO:0042802; GO:0043154; GO:0043161; GO:0043197; GO:0043422; GO:0043524; GO:0044877; GO:0045211; GO:0045953; GO:0050731; GO:0050965; GO:0051019; GO:0051897; GO:0051898; GO:0051928; GO:0060071; GO:0060079; GO:0060326; GO:0061024; GO:0070374; GO:0071889; GO:0090201; GO:1904037; GO:1990763; GO:2000573; GO:2000727	IPR000698;IPR011021;IPR014752;IPR011022;IPR017864;IPR014753;IPR014756;
P32242	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0005634; GO:0006357; GO:0009952; GO:0022037; GO:0030901; GO:0042472; GO:0045944; GO:0048852; GO:1990837	IPR009057;IPR017970;IPR001356;IPR003026;IPR003025;IPR013851;
P32243	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0005634; GO:0006357; GO:0007411; GO:0008190; GO:0008589; GO:0030426; GO:0030900; GO:0030901; GO:0032991; GO:0040019; GO:0040036; GO:0045893; GO:0045944; GO:0065003; GO:0071542; GO:0090009; GO:1990837; GO:2000543	IPR009057;IPR017970;IPR001356;IPR003022;IPR003025;IPR013851;
P32248	GO:0001768; GO:0001954; GO:0002407; GO:0002408; GO:0002606; GO:0002885; GO:0002922; GO:0004930; GO:0005739; GO:0005886; GO:0006954; GO:0006955; GO:0007186; GO:0007204; GO:0009897; GO:0009986; GO:0016021; GO:0016493; GO:0019722; GO:0019957; GO:0030838; GO:0031274; GO:0031529; GO:0032496; GO:0032649; GO:0032651; GO:0032695; GO:0032735; GO:0034695; GO:0035757; GO:0035758; GO:0038117; GO:0038121; GO:0043123; GO:0043552; GO:0045060; GO:0045785; GO:0045860; GO:0046330; GO:0048872; GO:0050862; GO:0051209; GO:0051491; GO:0051897; GO:0060326; GO:0070374; GO:0071345; GO:0071731; GO:0090023; GO:0090630; GO:0097022; GO:0097029; GO:2000147; GO:2000510; GO:2000522; GO:2000525; GO:2000526; GO:2000547; GO:2000669	IPR001718;IPR000355;IPR000276;IPR017452;
P32314	GO:0000785; GO:0000981; GO:0000987; GO:0003700; GO:0005634; GO:0005654; GO:0006355; GO:0035914; GO:0043231; GO:1990837	IPR001766;IPR018122;IPR030456;IPR036388;IPR036390;
P32519	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0001959; GO:0003700; GO:0005634; GO:0005654; GO:0006357; GO:0030154; GO:0045893; GO:0045944; GO:0050855; GO:1990837	IPR000418;IPR022084;IPR036388;IPR036390;
P32780	GO:0000079; GO:0000439; GO:0000717; GO:0003682; GO:0005654; GO:0005675; GO:0006281; GO:0006283; GO:0006293; GO:0006294; GO:0006295; GO:0006296; GO:0006360; GO:0006361; GO:0006363; GO:0006366; GO:0006367; GO:0006368; GO:0006370; GO:0009755; GO:0033683; GO:0045893; GO:0046966; GO:0070816; GO:0070911	IPR005607;IPR011993;IPR027079;IPR013876;
P32929	GO:0000098; GO:0004123; GO:0005516; GO:0005737; GO:0005829; GO:0006534; GO:0016846; GO:0018272; GO:0019343; GO:0019344; GO:0019346; GO:0030170; GO:0030968; GO:0042802; GO:0043123; GO:0044524; GO:0044540; GO:0051092; GO:0051289; GO:0070062; GO:0070814; GO:0080146; GO:1904831; GO:1990830; GO:2001234	IPR000277;IPR015424;IPR015422;IPR015421;
P33076	GO:0000122; GO:0000976; GO:0003713; GO:0005524; GO:0005525; GO:0005654; GO:0005829; GO:0006954; GO:0006955; GO:0008022; GO:0016605; GO:0016746; GO:0032966; GO:0033613; GO:0034341; GO:0044877; GO:0045345; GO:0045348; GO:0045892; GO:0045893; GO:0045944; GO:0046597; GO:0046677; GO:0060333; GO:0106310; GO:0106311	IPR001611;IPR032675;IPR008095;IPR007111;IPR027417;
P33992	GO:0000727; GO:0000781; GO:0003678; GO:0003688; GO:0003697; GO:0005524; GO:0005634; GO:0005654; GO:0005829; GO:0006260; GO:0006267; GO:0006270; GO:0016020; GO:0016787; GO:0036388; GO:0042555; GO:0071162	IPR031327;IPR008048;IPR018525;IPR001208;IPR041562;IPR027925;IPR033762;IPR012340;IPR027417;
P33993	GO:0000727; GO:0000781; GO:0000785; GO:0003678; GO:0003688; GO:0003697; GO:0005524; GO:0005634; GO:0005654; GO:0005829; GO:0006260; GO:0006267; GO:0006268; GO:0006270; GO:0006271; GO:0006974; GO:0008283; GO:0016020; GO:0016787; GO:0036388; GO:0042325; GO:0042493; GO:0042555; GO:0071162; GO:0071364; GO:0071466	IPR003593;IPR031327;IPR008050;IPR018525;IPR001208;IPR041562;IPR027925;IPR033762;IPR012340;IPR027417;
P35222	GO:0000209; GO:0000791; GO:0000922; GO:0001085; GO:0001102; GO:0001221; GO:0001569; GO:0001837; GO:0002052; GO:0003682; GO:0003713; GO:0005634; GO:0005654; GO:0005667; GO:0005737; GO:0005813; GO:0005829; GO:0005886; GO:0005911; GO:0005912; GO:0005925; GO:0005938; GO:0007155; GO:0007223; GO:0008013; GO:0008022; GO:0008134; GO:0008285; GO:0010718; GO:0010909; GO:0016020; GO:0016032; GO:0016055; GO:0016323; GO:0016328; GO:0016342; GO:0016525; GO:0019827; GO:0019899; GO:0019900; GO:0019903; GO:0030054; GO:0030331; GO:0030877; GO:0030997; GO:0032212; GO:0032355; GO:0032481; GO:0032991; GO:0032993; GO:0033234; GO:0034333; GO:0034394; GO:0035257; GO:0035315; GO:0035635; GO:0035995; GO:0036023; GO:0042493; GO:0042995; GO:0043065; GO:0043066; GO:0043161; GO:0043525; GO:0044325; GO:0044334; GO:0044336; GO:0045202; GO:0045294; GO:0045296; GO:0045765; GO:0045892; GO:0045893; GO:0045944; GO:0045976; GO:0046332; GO:0048145; GO:0048471; GO:0048660; GO:0050767; GO:0051091; GO:0051149; GO:0051571; GO:0051973; GO:0060070; GO:0060260; GO:0060828; GO:0061154; GO:0061324; GO:0061549; GO:0070062; GO:0070369; GO:0070411; GO:0070602; GO:0071363; GO:0071681; GO:0071944; GO:0072182; GO:0090279; GO:0098609; GO:0140297; GO:1904837; GO:1904886; GO:1904948; GO:1904954; GO:1990138; GO:1990226; GO:1990907; GO:1990909; GO:2000008	IPR011989;IPR016024;IPR000225;IPR013284;
P35226	GO:0000122; GO:0000151; GO:0005634; GO:0005654; GO:0005829; GO:0006342; GO:0007379; GO:0008270; GO:0010468; GO:0016604; GO:0030097; GO:0031519; GO:0035102; GO:0036353; GO:0045814; GO:0048146; GO:0051443; GO:0070317; GO:0071535; GO:1990841	IPR032443;IPR001841;IPR013083;IPR017907;
P35227	GO:0000122; GO:0000785; GO:0001701; GO:0001739; GO:0003677; GO:0005634; GO:0005654; GO:0006342; GO:0009952; GO:0016573; GO:0016604; GO:0031519; GO:0035102; GO:0036353; GO:0046872; GO:0048704; GO:0070301; GO:0070317; GO:1990841; GO:2001234	IPR032443;IPR001841;IPR013083;IPR017907;
P35232	GO:0000122; GO:0001541; GO:0001552; GO:0001649; GO:0001850; GO:0001851; GO:0002639; GO:0003714; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005743; GO:0005769; GO:0005886; GO:0005887; GO:0006355; GO:0006851; GO:0007005; GO:0007165; GO:0007202; GO:0008022; GO:0008285; GO:0009986; GO:0010628; GO:0010942; GO:0010944; GO:0014069; GO:0016020; GO:0016575; GO:0019899; GO:0023035; GO:0030061; GO:0030308; GO:0031100; GO:0031315; GO:0031871; GO:0032740; GO:0035632; GO:0035902; GO:0039529; GO:0042113; GO:0042177; GO:0042493; GO:0042826; GO:0042981; GO:0043066; GO:0043434; GO:0044830; GO:0045471; GO:0045745; GO:0045892; GO:0045893; GO:0045917; GO:0046718; GO:0046982; GO:0048661; GO:0050821; GO:0050847; GO:0051897; GO:0060766; GO:0070062; GO:0070373; GO:0070374; GO:0071354; GO:0071897; GO:0072538; GO:0098891; GO:0098978; GO:0098982; GO:0140374; GO:1901224; GO:1990051; GO:2000323	IPR001107;IPR036013;IPR000163;
P35243	GO:0001750; GO:0001917; GO:0005509; GO:0007165; GO:0007601; GO:0007602; GO:0008048; GO:0016020; GO:0030425; GO:0043204; GO:0051924	IPR011992;IPR018247;IPR002048;IPR028846;
P35244	GO:0000723; GO:0000724; GO:0003684; GO:0003697; GO:0005654; GO:0005662; GO:0006260; GO:0006270; GO:0006283; GO:0006284; GO:0006287; GO:0006289; GO:0006293; GO:0006294; GO:0006295; GO:0006296; GO:0006297; GO:0006298; GO:0007346; GO:0019985; GO:0032201; GO:0033683; GO:0035861; GO:0036297; GO:0042127; GO:0042276; GO:0042769; GO:0070987; GO:1900034; GO:1901796	IPR012340;IPR013970;
P35251	GO:0000122; GO:0003677; GO:0003689; GO:0003690; GO:0005524; GO:0005634; GO:0005654; GO:0005663; GO:0005730; GO:0005737; GO:0006261; GO:0006283; GO:0006287; GO:0006296; GO:0006297; GO:0007004; GO:0008047; GO:0019904; GO:0019985; GO:0031391; GO:0032201; GO:0033683; GO:0042276; GO:0042769; GO:0043565; GO:0045893; GO:0061860; GO:0070062; GO:0070987; GO:0090618	IPR003593;IPR003959;IPR001357;IPR036420;IPR008921;IPR013725;IPR027417;IPR012178;
P35269	GO:0000398; GO:0001096; GO:0003677; GO:0003723; GO:0005634; GO:0005654; GO:0005669; GO:0005674; GO:0006366; GO:0006367; GO:0006368; GO:0006370; GO:0008134; GO:0008543; GO:0009615; GO:0016070; GO:0016251; GO:0019211; GO:0019903; GO:0019904; GO:0030054; GO:0032091; GO:0032968; GO:0032991; GO:0042795; GO:0043231; GO:0045944; GO:0050434; GO:1990841	IPR008851;IPR011039;IPR036388;IPR036390;
P35398	GO:0000785; GO:0000977; GO:0000978; GO:0000981; GO:0001222; GO:0001223; GO:0001525; GO:0003677; GO:0003700; GO:0004879; GO:0005634; GO:0005654; GO:0006355; GO:0006357; GO:0006367; GO:0006805; GO:0006809; GO:0008013; GO:0008134; GO:0008142; GO:0008270; GO:0008589; GO:0010575; GO:0010906; GO:0019218; GO:0019221; GO:0021702; GO:0021930; GO:0030522; GO:0032922; GO:0036315; GO:0042632; GO:0042692; GO:0042753; GO:0043030; GO:0043124; GO:0043565; GO:0045599; GO:0045893; GO:0045944; GO:0046068; GO:0050728; GO:0070328; GO:0071347; GO:0071356; GO:0071456; GO:0072539; GO:0098531	IPR035500;IPR044101;IPR000536;IPR001723;IPR003079;IPR001628;IPR013088;
P35452	GO:0000785; GO:0000981; GO:0001501; GO:0005634; GO:0005667; GO:0007389; GO:0042733; GO:1990837	IPR009057;IPR017970;IPR001356;IPR020479;
P35453	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0001501; GO:0003677; GO:0003682; GO:0003700; GO:0005654; GO:0006355; GO:0006357; GO:0007275; GO:0009952; GO:0030539; GO:0033574; GO:0042127; GO:0042733; GO:0045944; GO:0048619; GO:0060527; GO:0060571; GO:0060602; GO:0060687; GO:1990837	IPR009057;IPR017970;IPR001356;IPR022067;
P35548	GO:0000122; GO:0000785; GO:0000976; GO:0000977; GO:0000981; GO:0001649; GO:0003161; GO:0005634; GO:0005829; GO:0006357; GO:0016607; GO:0043565; GO:0045892; GO:0048598; GO:0060363; GO:1990837; GO:2000678	IPR009057;IPR017970;IPR001356;IPR020479;
P35555	GO:0001501; GO:0001527; GO:0001656; GO:0005178; GO:0005179; GO:0005201; GO:0005509; GO:0005576; GO:0005604; GO:0005615; GO:0005788; GO:0006006; GO:0007507; GO:0008201; GO:0009653; GO:0010737; GO:0030023; GO:0030198; GO:0031012; GO:0033627; GO:0034199; GO:0035582; GO:0035583; GO:0042593; GO:0042802; GO:0043010; GO:0043687; GO:0044267; GO:0044877; GO:0045671; GO:0048048; GO:0048050; GO:0062023; GO:0071560; GO:1990314; GO:2001205	IPR026823;IPR001881;IPR000742;IPR000152;IPR018097;IPR011398;IPR040872;IPR009030;IPR017878;IPR036773;
P35609	GO:0000165; GO:0002576; GO:0005178; GO:0005509; GO:0005546; GO:0005576; GO:0005829; GO:0005856; GO:0005884; GO:0005925; GO:0007155; GO:0008092; GO:0008307; GO:0019904; GO:0030018; GO:0030035; GO:0030049; GO:0030175; GO:0030274; GO:0030374; GO:0030864; GO:0031093; GO:0031143; GO:0031432; GO:0042391; GO:0042802; GO:0042981; GO:0043197; GO:0043267; GO:0043268; GO:0044325; GO:0045214; GO:0048041; GO:0051015; GO:0051373; GO:0051695; GO:0055013; GO:0070062; GO:0070080; GO:0072659; GO:0086097; GO:0098839; GO:0098978; GO:0099092; GO:1901017; GO:1901018; GO:2000009; GO:2000310; GO:2001137; GO:2001259	IPR001589;IPR001715;IPR036872;IPR011992;IPR014837;IPR002048;IPR018159;IPR002017;
P35637	GO:0000398; GO:0003677; GO:0003682; GO:0003712; GO:0003713; GO:0003723; GO:0005634; GO:0005654; GO:0006355; GO:0006357; GO:0008380; GO:0042802; GO:0043484; GO:0046872; GO:0048255; GO:0051260; GO:1905168	IPR034459;IPR012677;IPR035979;IPR000504;IPR034870;IPR001876;IPR036443;
P35638	GO:0000122; GO:0000785; GO:0000976; GO:0000978; GO:0000981; GO:0001228; GO:0001955; GO:0003677; GO:0003700; GO:0005634; GO:0005667; GO:0005737; GO:0005770; GO:0005829; GO:0006355; GO:0006357; GO:0006974; GO:0006983; GO:0006986; GO:0007050; GO:0007605; GO:0008134; GO:0008140; GO:0009948; GO:0010506; GO:0016055; GO:0030968; GO:0032088; GO:0032689; GO:0032700; GO:0032713; GO:0032757; GO:0032792; GO:0032993; GO:0034976; GO:0036488; GO:0036499; GO:0036500; GO:0042594; GO:0042803; GO:0043161; GO:0043433; GO:0043522; GO:0043525; GO:0043618; GO:0045454; GO:0045599; GO:0045662; GO:0045892; GO:0045893; GO:0045944; GO:0046982; GO:0051091; GO:0051209; GO:0051898; GO:0070059; GO:0072655; GO:0090090; GO:0120163; GO:0140416; GO:1902237; GO:1903026; GO:1990440; GO:1990442; GO:1990617; GO:1990622; GO:2000016; GO:2001244	IPR004827;IPR016670;
P35659	GO:0003677; GO:0003723; GO:0005634; GO:0005654; GO:0006325; GO:0006357; GO:0006366; GO:0007165; GO:0019079; GO:0030851; GO:0042393; GO:0045815; GO:2000779	IPR044198;IPR014876;IPR003034;IPR036361;
P35680	GO:0000785; GO:0000978; GO:0000981; GO:0001822; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0006357; GO:0009743; GO:0014070; GO:0030073; GO:0031016; GO:0031018; GO:0032922; GO:0035565; GO:0039020; GO:0042493; GO:0042802; GO:0042803; GO:0043231; GO:0044877; GO:0045893; GO:0048598; GO:0048793; GO:0048806; GO:0060261; GO:0065004; GO:0070365	IPR039066;IPR006899;IPR023219;IPR006897;IPR009057;IPR001356;IPR010982;
P35711	GO:0000785; GO:0000976; GO:0000978; GO:0000981; GO:0001502; GO:0002062; GO:0003700; GO:0005634; GO:0006357; GO:0006366; GO:0032332; GO:0045165; GO:0051216; GO:0055059; GO:0061036; GO:0071560; GO:2000741	IPR009071;IPR036910;
P35712	GO:0000785; GO:0000976; GO:0000978; GO:0000981; GO:0001217; GO:0001502; GO:0002062; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0006355; GO:0006357; GO:0007417; GO:0007517; GO:0021529; GO:0032332; GO:0045165; GO:0048708; GO:0051216; GO:0061036; GO:0071560; GO:2000726; GO:2000741	IPR009071;IPR036910;IPR027153;
P35713	GO:0000122; GO:0000785; GO:0000976; GO:0000978; GO:0000981; GO:0001228; GO:0001525; GO:0001570; GO:0001701; GO:0001942; GO:0001944; GO:0001946; GO:0001947; GO:0003151; GO:0005634; GO:0005667; GO:0006355; GO:0009653; GO:0022405; GO:0030154; GO:0035050; GO:0043534; GO:0045892; GO:0045893; GO:0045944; GO:0048469; GO:0048866; GO:0060214; GO:0060836; GO:0060956; GO:0061028; GO:0072091; GO:1990837	IPR009071;IPR036910;IPR033392;IPR021934;
P35716	GO:0000122; GO:0000785; GO:0000976; GO:0000978; GO:0000981; GO:0001228; GO:0001501; GO:0001822; GO:0001841; GO:0002089; GO:0003151; GO:0003211; GO:0003357; GO:0003700; GO:0005634; GO:0005654; GO:0005886; GO:0006355; GO:0008284; GO:0009653; GO:0010628; GO:0010629; GO:0014003; GO:0014009; GO:0014032; GO:0017015; GO:0021510; GO:0021782; GO:0030154; GO:0030182; GO:0030513; GO:0035332; GO:0035914; GO:0045666; GO:0045669; GO:0045778; GO:0045893; GO:0045944; GO:0046887; GO:0048485; GO:0048557; GO:0048704; GO:0050672; GO:0050769; GO:0060022; GO:0060023; GO:0060174; GO:0060253; GO:0060412; GO:0060425; GO:0060548; GO:0060563; GO:0061029; GO:0061053; GO:0061303; GO:0061386; GO:0072395; GO:2000648; GO:2000678; GO:2001111	IPR009071;IPR036910;IPR029551;IPR017386;
P35789	GO:0000978; GO:0000981; GO:0003700; GO:0005634; GO:0006357; GO:0008270; GO:0045892; GO:0070895	IPR001909;IPR036051;IPR036236;IPR013087;
P35813	GO:0000122; GO:0000287; GO:0004722; GO:0005634; GO:0005654; GO:0005829; GO:0005886; GO:0006470; GO:0006499; GO:0007050; GO:0010991; GO:0016020; GO:0016311; GO:0030145; GO:0030512; GO:0030514; GO:0033192; GO:0035970; GO:0043123; GO:0043124; GO:0045893; GO:0046827; GO:0070412; GO:0071560; GO:0090263; GO:0106306; GO:0106307; GO:1901223	IPR000222;IPR012911;IPR036580;IPR036457;IPR001932;
P35869	GO:0000785; GO:0000976; GO:0000981; GO:0000987; GO:0001094; GO:0001223; GO:0001568; GO:0002819; GO:0002841; GO:0003677; GO:0003700; GO:0004879; GO:0005634; GO:0005654; GO:0005667; GO:0005737; GO:0005829; GO:0006355; GO:0006357; GO:0006805; GO:0006915; GO:0007049; GO:0008134; GO:0009410; GO:0009636; GO:0010468; GO:0017025; GO:0019933; GO:0030888; GO:0032922; GO:0032991; GO:0034751; GO:0034752; GO:0042803; GO:0045892; GO:0045893; GO:0045944; GO:0046982; GO:0051879; GO:0070888; GO:0071320; GO:1904322; GO:1904613; GO:1990837	IPR033348;IPR039091;IPR011598;IPR036638;IPR001610;IPR000014;IPR035965;IPR013767;IPR013655;
P35968	GO:0001525; GO:0001569; GO:0001570; GO:0001934; GO:0001938; GO:0002042; GO:0002244; GO:0003158; GO:0004713; GO:0004714; GO:0005021; GO:0005178; GO:0005524; GO:0005576; GO:0005634; GO:0005768; GO:0005769; GO:0005783; GO:0005794; GO:0005886; GO:0005887; GO:0007169; GO:0007275; GO:0008284; GO:0008360; GO:0010595; GO:0010629; GO:0014068; GO:0016032; GO:0016239; GO:0016477; GO:0018108; GO:0019838; GO:0030054; GO:0030198; GO:0030335; GO:0033674; GO:0035162; GO:0035584; GO:0035924; GO:0036324; GO:0038033; GO:0038083; GO:0038084; GO:0038085; GO:0042802; GO:0043066; GO:0043235; GO:0043410; GO:0043491; GO:0043536; GO:0045121; GO:0045296; GO:0045446; GO:0045766; GO:0046777; GO:0048010; GO:0050927; GO:0051770; GO:0051879; GO:0051894; GO:0051901; GO:0061042; GO:0070371; GO:0070374; GO:0090050; GO:0090141; GO:0097443; GO:1904881; GO:2000352; GO:2001214	IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR013151;IPR011009;IPR000719;IPR017441;IPR001245;IPR008266;IPR020635;IPR001824;IPR041348;IPR009136;
P35998	GO:0000165; GO:0000209; GO:0000502; GO:0000932; GO:0001649; GO:0002223; GO:0002479; GO:0005524; GO:0005576; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006511; GO:0006521; GO:0008540; GO:0010972; GO:0016020; GO:0016579; GO:0016887; GO:0017025; GO:0022624; GO:0031145; GO:0031146; GO:0033209; GO:0034774; GO:0036388; GO:0036402; GO:0036464; GO:0038061; GO:0038095; GO:0043161; GO:0043197; GO:0043312; GO:0043488; GO:0043687; GO:0045899; GO:0050852; GO:0055085; GO:0060071; GO:0061418; GO:0070498; GO:0090090; GO:0090263; GO:1901990; GO:1902036; GO:1904813	IPR005937;IPR003593;IPR041569;IPR003959;IPR003960;IPR027417;IPR035245;
P36402	GO:0000976; GO:0000978; GO:0000981; GO:0001217; GO:0005634; GO:0005654; GO:0006355; GO:0006357; GO:0006955; GO:0008013; GO:0016604; GO:0033153; GO:0042492; GO:0045586; GO:0060070; GO:0071353; GO:1904837; GO:1990837; GO:1990907	IPR027397;IPR013558;IPR009071;IPR036910;IPR024940;IPR028785;
