Entry	Name	GO annotations	Interpro domains	DeepTF score	GO annotations no IEA
P20823	HNF1A	GO:0035565 GO:0000976 GO:0000976 GO:0000978 GO:0000981 GO:0000981 GO:0001228 GO:0003677 GO:0003700 GO:0003700 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0046983 GO:0001889 GO:0006357 GO:0006357 GO:0030073 GO:0031016 GO:0035623 GO:0042593 GO:0042593 GO:0045893 GO:0045893 GO:0045893 GO:0045944 GO:0046323 GO:0060261 GO:0005634 GO:0005634 GO:0005737 GO:0000785 GO:0032991	IPR039066;IPR006899;IPR023219;IPR006898;IPR006897;IPR009057;IPR001356;IPR010982;	0.9984	GO:0035565 GO:0000976 GO:0000976 GO:0000978 GO:0000981 GO:0000981 GO:0001228 GO:0003677 GO:0003700 GO:0003700 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0046983 GO:0006357 GO:0006357 GO:0035623 GO:0042593 GO:0042593 GO:0045893 GO:0045893 GO:0045893 GO:0045944 GO:0046323 GO:0060261 GO:0005634 GO:0005634 GO:0005737 GO:0000785 GO:0032991
P20929	NEB	GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008307 GO:0051015 GO:0007517 GO:0007525 GO:0030832 GO:0071691 GO:0030018 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0015629 GO:0030018 GO:0070062	IPR013998;IPR000900;IPR035629;IPR036028;IPR001452;	NA	GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008307 GO:0051015 GO:0007517 GO:0007525 GO:0030832 GO:0071691 GO:0030018 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0015629 GO:0030018 GO:0070062
P21127	CDK11B	GO:0003723 GO:0004672 GO:0004674 GO:0004693 GO:0004712 GO:0004712 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0106310 GO:0000278 GO:0001558 GO:0006355 GO:0006468 GO:0006468 GO:0006915 GO:0007346 GO:0050684 GO:0005634 GO:0005634 GO:0005737	IPR011009;IPR000719;IPR008271;	0.0253	GO:0003723 GO:0004672 GO:0004674 GO:0004693 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0000278 GO:0001558 GO:0006355 GO:0006468 GO:0006468 GO:0006915 GO:0007346 GO:0050684 GO:0005634 GO:0005634
P21291	CSRP1	GO:0003723 GO:0005515 GO:0005515 GO:0008270 GO:0008307 GO:0042805 GO:0030036 GO:0045214 GO:0060537 GO:0070527 GO:0005634 GO:0005737 GO:0030018 GO:0005634 GO:0005925 GO:0070062	IPR001781;	0.0402	GO:0003723 GO:0005515 GO:0005515 GO:0008270 GO:0008307 GO:0042805 GO:0030036 GO:0045214 GO:0060537 GO:0070527 GO:0005634 GO:0005737 GO:0030018 GO:0005634 GO:0005925 GO:0070062
P21333	FLNA	GO:0090307 GO:0001664 GO:0001664 GO:0003723 GO:0003723 GO:0005080 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0015459 GO:0019900 GO:0031267 GO:0034988 GO:0042803 GO:0044325 GO:0045296 GO:0051015 GO:0051015 GO:0051015 GO:0051015 GO:0051020 GO:0140297 GO:0001525 GO:0001837 GO:0001974 GO:0003007 GO:0007195 GO:0010977 GO:0016479 GO:0030334 GO:0031532 GO:0031532 GO:0032231 GO:0034394 GO:0042177 GO:0042307 GO:0043066 GO:0043113 GO:0043123 GO:0043433 GO:0044319 GO:0045022 GO:0045184 GO:0045216 GO:0048680 GO:0050808 GO:0050821 GO:0051220 GO:0051764 GO:0060271 GO:0070527 GO:0071526 GO:0072659 GO:0090042 GO:1900026 GO:1901381 GO:1905000 GO:1905031 GO:2001046 GO:0005576 GO:0005634 GO:0005737 GO:0005737 GO:0005737 GO:0005802 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005886 GO:0005886 GO:0005903 GO:0005911 GO:0005925 GO:0005938 GO:0015629 GO:0015629 GO:0015629 GO:0016020 GO:0030018 GO:0032432 GO:0043204 GO:0044295 GO:0070062 GO:0070062 GO:0070062 GO:0070062 GO:0070062 GO:0005730 GO:0031523	IPR001589;IPR001715;IPR036872;IPR017868;IPR001298;IPR013783;IPR014756;	NA	GO:0090307 GO:0001664 GO:0001664 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0015459 GO:0019900 GO:0031267 GO:0034988 GO:0042803 GO:0044325 GO:0045296 GO:0051015 GO:0051015 GO:0051015 GO:0051015 GO:0051020 GO:0140297 GO:0007195 GO:0016479 GO:0030334 GO:0031532 GO:0031532 GO:0034394 GO:0042177 GO:0042307 GO:0043066 GO:0043113 GO:0043123 GO:0043433 GO:0044319 GO:0045184 GO:0050821 GO:0051220 GO:0051764 GO:0060271 GO:0070527 GO:0071526 GO:0072659 GO:0090042 GO:1900026 GO:1901381 GO:1905000 GO:1905031 GO:2001046 GO:0005576 GO:0005634 GO:0005737 GO:0005737 GO:0005737 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005886 GO:0005886 GO:0005911 GO:0005925 GO:0015629 GO:0015629 GO:0015629 GO:0016020 GO:0030018 GO:0070062 GO:0070062 GO:0070062 GO:0070062 GO:0070062 GO:0005730 GO:0031523
P21359	NF1	GO:0001937 GO:0030336 GO:0043409 GO:0043547 GO:0005096 GO:0005096 GO:0005096 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008429 GO:0031210 GO:0000165 GO:0001649 GO:0001656 GO:0001666 GO:0001889 GO:0001937 GO:0001938 GO:0001952 GO:0001953 GO:0006469 GO:0007154 GO:0007265 GO:0007406 GO:0007420 GO:0007422 GO:0007507 GO:0007519 GO:0008542 GO:0008625 GO:0010468 GO:0014044 GO:0014065 GO:0016525 GO:0021510 GO:0021764 GO:0021897 GO:0021915 GO:0021987 GO:0022011 GO:0030036 GO:0030198 GO:0030199 GO:0030325 GO:0032228 GO:0034605 GO:0035021 GO:0042060 GO:0042308 GO:0043065 GO:0043087 GO:0043407 GO:0043409 GO:0043473 GO:0043525 GO:0043535 GO:0043547 GO:0043547 GO:0045124 GO:0045671 GO:0045685 GO:0045762 GO:0045765 GO:0046929 GO:0048147 GO:0048169 GO:0048485 GO:0048593 GO:0048712 GO:0048715 GO:0048745 GO:0048820 GO:0048844 GO:0048853 GO:0050890 GO:0061534 GO:0061535 GO:0098597 GO:1900271 GO:2001241 GO:0005634 GO:0005730 GO:0005737 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0016020 GO:0030424 GO:0030425 GO:0098793	IPR016024;IPR001251;IPR036865;IPR011993;IPR039360;IPR023152;IPR001936;IPR008936;	NA	GO:0001937 GO:0030336 GO:0043409 GO:0043547 GO:0005096 GO:0005096 GO:0005096 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008429 GO:0031210 GO:0000165 GO:0001649 GO:0001656 GO:0001666 GO:0001889 GO:0001937 GO:0001952 GO:0006469 GO:0007154 GO:0007265 GO:0007406 GO:0007420 GO:0007422 GO:0007507 GO:0008542 GO:0014044 GO:0014065 GO:0021510 GO:0021897 GO:0021987 GO:0022011 GO:0030036 GO:0030198 GO:0030199 GO:0030325 GO:0042060 GO:0043065 GO:0043087 GO:0043407 GO:0043409 GO:0043473 GO:0043525 GO:0043535 GO:0043547 GO:0043547 GO:0045124 GO:0045685 GO:0045762 GO:0045765 GO:0048147 GO:0048485 GO:0048593 GO:0048715 GO:0048745 GO:0048844 GO:0048853 GO:0050890 GO:0005634 GO:0005737 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0016020 GO:0030424 GO:0030425
P21506	ZNF10	GO:0000977 GO:0000981 GO:0001227 GO:0005515 GO:0005515 GO:0005515 GO:0046872 GO:0000122 GO:0006357 GO:0005634 GO:0032991	IPR001909;IPR036051;IPR036236;IPR013087;	0.998	GO:0000977 GO:0000981 GO:0001227 GO:0005515 GO:0005515 GO:0005515 GO:0000122 GO:0006357 GO:0005634 GO:0032991
P21580	TNFAIP3	GO:0032691 GO:0002020 GO:0003677 GO:0004842 GO:0004843 GO:0004843 GO:0004843 GO:0004843 GO:0004843 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008022 GO:0008270 GO:0019900 GO:0042802 GO:0042802 GO:0042802 GO:0042802 GO:0042802 GO:0043130 GO:0043621 GO:0043621 GO:0061578 GO:0061578 GO:0061578 GO:0061578 GO:0070530 GO:0001922 GO:0002237 GO:0002634 GO:0002677 GO:0006915 GO:0006954 GO:0007010 GO:0010803 GO:0016477 GO:0016579 GO:0016579 GO:0030177 GO:0031397 GO:0032088 GO:0032495 GO:0032703 GO:0032715 GO:0032720 GO:0034136 GO:0034140 GO:0034144 GO:0034148 GO:0035523 GO:0035871 GO:0043124 GO:0043124 GO:0043124 GO:0045732 GO:0045736 GO:0045779 GO:0045824 GO:0048662 GO:0050691 GO:0050728 GO:0050869 GO:0061043 GO:0070301 GO:0070423 GO:0070429 GO:0070433 GO:0070536 GO:0070936 GO:0071108 GO:0071222 GO:0071222 GO:0071222 GO:0071947 GO:0072573 GO:0072666 GO:0090291 GO:1902042 GO:1903364 GO:1990168 GO:2000347 GO:2000349 GO:2000352 GO:0005634 GO:0005737 GO:0005634 GO:0005764 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0070062	IPR033478;IPR003323;IPR002653;	0.0512	GO:0032691 GO:0002020 GO:0004842 GO:0004843 GO:0004843 GO:0004843 GO:0004843 GO:0004843 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0042802 GO:0042802 GO:0042802 GO:0042802 GO:0042802 GO:0043130 GO:0043621 GO:0043621 GO:0061578 GO:0061578 GO:0061578 GO:0061578 GO:0070530 GO:0001922 GO:0002237 GO:0002634 GO:0007010 GO:0010803 GO:0016477 GO:0016579 GO:0016579 GO:0030177 GO:0031397 GO:0032088 GO:0032703 GO:0032715 GO:0032720 GO:0034136 GO:0034140 GO:0034144 GO:0035523 GO:0035871 GO:0043124 GO:0043124 GO:0043124 GO:0045732 GO:0045779 GO:0045824 GO:0048662 GO:0050691 GO:0050728 GO:0050869 GO:0061043 GO:0070301 GO:0070423 GO:0070536 GO:0070936 GO:0071108 GO:0071222 GO:0071222 GO:0071222 GO:0071947 GO:0072573 GO:0090291 GO:1902042 GO:1990168 GO:2000349 GO:2000352 GO:0005634 GO:0005737 GO:0005634 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0070062
P21675	TAF1	GO:0004402 GO:1905502 GO:0005654 GO:0005730 GO:0061628 GO:0000979 GO:0001091 GO:0001181 GO:0002039 GO:0004402 GO:0004672 GO:0004674 GO:0004674 GO:0004674 GO:0004712 GO:0004712 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0016251 GO:0016251 GO:0016251 GO:0016301 GO:0016922 GO:0017025 GO:0017025 GO:0043565 GO:0046982 GO:0061629 GO:0061631 GO:0070577 GO:0106310 GO:0140416 GO:0000122 GO:0000209 GO:0006361 GO:0006366 GO:0006367 GO:0006367 GO:0006367 GO:0006367 GO:0006468 GO:0006468 GO:0006468 GO:0006511 GO:0006974 GO:0007049 GO:0010629 GO:0016573 GO:0018105 GO:0018107 GO:0018107 GO:0030901 GO:0032092 GO:0032436 GO:0034644 GO:0036369 GO:0042789 GO:0042789 GO:0043433 GO:0046777 GO:0046777 GO:0046777 GO:0046777 GO:0050821 GO:0051123 GO:0051123 GO:0051123 GO:0060261 GO:0060261 GO:0071318 GO:1901796 GO:1902806 GO:1903026 GO:1905524 GO:2000059 GO:2000825 GO:0000785 GO:0000785 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005669 GO:0005667 GO:0005669 GO:0005669 GO:0005669 GO:0005669 GO:0005669 GO:0005669 GO:0005669 GO:0005669 GO:0071339	IPR001487;IPR036427;IPR018359;IPR040240;IPR011177;IPR009067;IPR036741;IPR022591;IPR041670;	NA	GO:0004402 GO:1905502 GO:0005654 GO:0005730 GO:0061628 GO:0000979 GO:0001091 GO:0001181 GO:0002039 GO:0004402 GO:0004672 GO:0004674 GO:0004674 GO:0004674 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0016251 GO:0016251 GO:0016251 GO:0016301 GO:0016922 GO:0017025 GO:0017025 GO:0043565 GO:0046982 GO:0061629 GO:0061631 GO:0070577 GO:0140416 GO:0000122 GO:0000209 GO:0006361 GO:0006366 GO:0006367 GO:0006367 GO:0006367 GO:0006367 GO:0006468 GO:0006468 GO:0006468 GO:0006511 GO:0006974 GO:0010629 GO:0018105 GO:0018107 GO:0018107 GO:0030901 GO:0032092 GO:0032436 GO:0034644 GO:0036369 GO:0042789 GO:0042789 GO:0043433 GO:0046777 GO:0046777 GO:0046777 GO:0046777 GO:0050821 GO:0051123 GO:0051123 GO:0051123 GO:0060261 GO:0060261 GO:0071318 GO:1901796 GO:1902806 GO:1903026 GO:1905524 GO:2000059 GO:2000825 GO:0000785 GO:0000785 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005669 GO:0005667 GO:0005669 GO:0005669 GO:0005669 GO:0005669 GO:0005669 GO:0005669 GO:0005669 GO:0005669 GO:0071339
P21802	FGFR2	GO:0008284 GO:0008284 GO:0008284 GO:0008284 GO:0008284 GO:0008284 GO:0008284 GO:0008284 GO:0008284 GO:0008543 GO:0008543 GO:0008543 GO:0008543 GO:0008543 GO:0008543 GO:0008543 GO:0008543 GO:0008543 GO:0008543 GO:0062023 GO:0004712 GO:0004713 GO:0004714 GO:0005007 GO:0005007 GO:0005007 GO:0005007 GO:0005007 GO:0005007 GO:0005007 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0008201 GO:0017134 GO:0017134 GO:0017134 GO:0042803 GO:0000122 GO:0001525 GO:0001657 GO:0001701 GO:0001837 GO:0002053 GO:0003148 GO:0003149 GO:0003416 GO:0006915 GO:0007169 GO:0007267 GO:0007409 GO:0008284 GO:0008284 GO:0008543 GO:0008543 GO:0008589 GO:0009791 GO:0009880 GO:0009887 GO:0010518 GO:0010839 GO:0016331 GO:0018108 GO:0018108 GO:0021769 GO:0021847 GO:0021860 GO:0022612 GO:0030177 GO:0030282 GO:0030324 GO:0030855 GO:0030901 GO:0030916 GO:0031069 GO:0032496 GO:0032808 GO:0033674 GO:0033688 GO:0035265 GO:0035602 GO:0035603 GO:0035604 GO:0035607 GO:0042060 GO:0042472 GO:0042476 GO:0043410 GO:0045165 GO:0045471 GO:0045667 GO:0045787 GO:0045944 GO:0046777 GO:0048286 GO:0048333 GO:0048557 GO:0048562 GO:0048565 GO:0048568 GO:0048608 GO:0048661 GO:0048701 GO:0048701 GO:0048705 GO:0048730 GO:0048755 GO:0048762 GO:0050679 GO:0051150 GO:0051781 GO:0055010 GO:0060045 GO:0060174 GO:0060348 GO:0060349 GO:0060442 GO:0060445 GO:0060449 GO:0060463 GO:0060484 GO:0060501 GO:0060512 GO:0060523 GO:0060527 GO:0060529 GO:0060595 GO:0060601 GO:0060615 GO:0060664 GO:0060667 GO:0060670 GO:0060688 GO:0060915 GO:0060916 GO:0070372 GO:0070374 GO:0071300 GO:0071560 GO:0090263 GO:0005887 GO:0005576 GO:0005634 GO:0005634 GO:0005737 GO:0005737 GO:0005794 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005887 GO:0005887 GO:0005938 GO:0009986 GO:0016020 GO:0016021 GO:0031410 GO:0060076 GO:0043235	IPR016248;IPR041159;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR011009;IPR000719;IPR017441;IPR001245;IPR008266;IPR020635;	0.0058	GO:0008284 GO:0008284 GO:0008284 GO:0008284 GO:0008284 GO:0008284 GO:0008284 GO:0008284 GO:0008284 GO:0008543 GO:0008543 GO:0008543 GO:0008543 GO:0008543 GO:0008543 GO:0008543 GO:0008543 GO:0008543 GO:0008543 GO:0062023 GO:0004713 GO:0004714 GO:0005007 GO:0005007 GO:0005007 GO:0005007 GO:0005007 GO:0005007 GO:0005007 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0017134 GO:0017134 GO:0017134 GO:0042803 GO:0000122 GO:0001525 GO:0001657 GO:0001701 GO:0002053 GO:0003148 GO:0003149 GO:0007169 GO:0007267 GO:0007409 GO:0008284 GO:0008284 GO:0008543 GO:0008543 GO:0008589 GO:0009791 GO:0009880 GO:0009887 GO:0010518 GO:0010839 GO:0016331 GO:0018108 GO:0018108 GO:0021769 GO:0021847 GO:0021860 GO:0022612 GO:0030177 GO:0030282 GO:0030324 GO:0030855 GO:0030901 GO:0030916 GO:0031069 GO:0032808 GO:0033674 GO:0033688 GO:0035265 GO:0035602 GO:0035603 GO:0035604 GO:0035607 GO:0042472 GO:0042476 GO:0043410 GO:0045165 GO:0045667 GO:0045787 GO:0045944 GO:0046777 GO:0048286 GO:0048557 GO:0048562 GO:0048565 GO:0048568 GO:0048608 GO:0048701 GO:0048701 GO:0048705 GO:0048730 GO:0048755 GO:0048762 GO:0050679 GO:0051150 GO:0051781 GO:0055010 GO:0060045 GO:0060174 GO:0060348 GO:0060349 GO:0060442 GO:0060445 GO:0060449 GO:0060463 GO:0060484 GO:0060501 GO:0060512 GO:0060523 GO:0060527 GO:0060529 GO:0060595 GO:0060601 GO:0060615 GO:0060664 GO:0060667 GO:0060670 GO:0060688 GO:0060915 GO:0060916 GO:0070372 GO:0070374 GO:0090263 GO:0005887 GO:0005634 GO:0005634 GO:0005737 GO:0005737 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005887 GO:0005887 GO:0005938 GO:0009986 GO:0016020 GO:0016021 GO:0060076 GO:0043235
P22301	IL10	GO:1903659 GO:2000352 GO:0002639 GO:1900100 GO:0002904 GO:0010468 GO:0030889 GO:2000273 GO:0005125 GO:0005141 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008083 GO:0046983 GO:0001818 GO:0001819 GO:0001938 GO:0002237 GO:0002719 GO:0002875 GO:0007165 GO:0007165 GO:0007253 GO:0007568 GO:0008285 GO:0009410 GO:0010507 GO:0014823 GO:0014854 GO:0030097 GO:0030183 GO:0030595 GO:0030886 GO:0032687 GO:0032689 GO:0032692 GO:0032695 GO:0032701 GO:0032715 GO:0032715 GO:0032717 GO:0032720 GO:0032868 GO:0034115 GO:0034116 GO:0034465 GO:0035729 GO:0042092 GO:0042100 GO:0042130 GO:0042130 GO:0042742 GO:0042832 GO:0043032 GO:0043066 GO:0043524 GO:0045019 GO:0045191 GO:0045347 GO:0045347 GO:0045348 GO:0045787 GO:0045893 GO:0045893 GO:0045893 GO:0045930 GO:0046427 GO:0050728 GO:0050728 GO:0050807 GO:0051045 GO:0051091 GO:0051384 GO:0060302 GO:0060670 GO:0071222 GO:0071222 GO:0071392 GO:0071650 GO:0072577 GO:0097421 GO:1902895 GO:1903034 GO:1903208 GO:1903672 GO:1904057 GO:1904706 GO:1904707 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005615 GO:0005615	IPR009079;IPR000098;IPR020443;IPR020423;	0.0103	GO:1903659 GO:2000352 GO:0002639 GO:1900100 GO:0002904 GO:0010468 GO:0030889 GO:2000273 GO:0005125 GO:0005141 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008083 GO:0046983 GO:0001818 GO:0001819 GO:0002237 GO:0002719 GO:0007253 GO:0008285 GO:0010507 GO:0030097 GO:0030183 GO:0030595 GO:0032687 GO:0032692 GO:0032695 GO:0032701 GO:0032715 GO:0032715 GO:0032717 GO:0032720 GO:0034115 GO:0034116 GO:0042092 GO:0042100 GO:0042130 GO:0042130 GO:0043066 GO:0045191 GO:0045347 GO:0045347 GO:0045893 GO:0045893 GO:0045893 GO:0045930 GO:0046427 GO:0050728 GO:0050728 GO:0051045 GO:0051091 GO:0051384 GO:0060302 GO:0071222 GO:0071222 GO:0071650 GO:0072577 GO:1902895 GO:1903034 GO:1903208 GO:1904706 GO:1904707 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005576 GO:0005615 GO:0005615
P22392	NME2	GO:0005925 GO:0003677 GO:0003713 GO:0004550 GO:0004550 GO:0004550 GO:0004550 GO:0004673 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0019003 GO:0046872 GO:0051880 GO:0006165 GO:0006183 GO:0006228 GO:0006241 GO:0007155 GO:0007229 GO:0009142 GO:0009142 GO:0018106 GO:0042981 GO:0043066 GO:0045618 GO:0045682 GO:0045893 GO:0045893 GO:0045944 GO:0050679 GO:0001726 GO:0005576 GO:0005576 GO:0005634 GO:0005737 GO:0005829 GO:0005829 GO:0030027 GO:0034774 GO:0070062 GO:0070062 GO:0070062 GO:0071944 GO:1904813	IPR034907;IPR036850;IPR001564;IPR023005;	0.9923	GO:0005925 GO:0003677 GO:0003713 GO:0004550 GO:0004550 GO:0004550 GO:0004550 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0019003 GO:0051880 GO:0006165 GO:0007155 GO:0007229 GO:0009142 GO:0009142 GO:0042981 GO:0043066 GO:0045618 GO:0045682 GO:0045893 GO:0045893 GO:0045944 GO:0050679 GO:0001726 GO:0005576 GO:0005576 GO:0005634 GO:0005737 GO:0005829 GO:0005829 GO:0030027 GO:0034774 GO:0070062 GO:0070062 GO:0070062 GO:0071944 GO:1904813
